id,platform,content,author,timestamp,url,likes,shares,comments,location
73,facebook,"Cảm ơn mạnh thường quân đã ủng hộ 2 tỷ đồng xây cầu mới. Tiền mặt quyên góp minh bạch, công khai. Tuyệt vời! 🎉",user73,2024-09-16 09:00:00,,678,267,123,Phú Thọ
74,twitter,"Trẻ em thiếu sữa, thiếu tã. Vùng lũ cần hỗ trợ y tế cho trẻ nhỏ gấp! Ai có thể giúp? 🆘",user74,2024-09-10 09:30:00,,345,134,89,Lào Cai
75,facebook,"Cuối cùng đường vào thôn đã được thông, xe chở hàng cứu trợ có thể vào. Giao thông phục hồi dần! ✅💪",user75,2024-09-14 13:00:00,,234,89,34,Lào Cai
76,twitter,"Nhà máy nước sạch hư hỏng do bão. Người dân phải dùng nước giếng có nguy cơ ô nhiễm. Hạ tầng nước thiệt hại nặng",user76,2024-09-09 17:00:00,,178,67,45,Quảng Ninh
77,facebook,"Tình người trong cơn lũ: Hàng xóm chia sẻ từng bát cơm, cùng nhau vượt qua khó khăn. Ấm áp và cảm động quá! ❤️🙏",user77,2024-09-10 18:00:00,,567,234,89,Yên Bái
78,twitter,"Đê sông Hồng có nguy cơ vỡ. Hàng nghìn người dân được sơ tán khẩn cấp. Lo lắng và sợ hãi 😱😰 #baoYagi",user78,2024-09-09 06:00:00,,890,345,167,Hà Nội
79,facebook,"Chợ dân sinh mở lại, giá cả ổn định. Thực phẩm dần đầy đủ trở lại. Cuộc sống đang phục hồi 👍",user79,2024-09-16 10:00:00,,234,89,34,Hải Phòng
80,twitter,"Sau 2 tuần, 90% hộ dân đã có điện trở lại. Cảm ơn nỗ lực của ngành điện! Hạ tầng đang phục hồi nhanh chóng 🎉✅",user80,2024-09-20 09:00:00,,456,178,67,Quảng Ninh
81,facebook,"Tổng thiệt hại do bão Yagi ước tính hơn 80000 tỷ đồng. Con số kinh hoàng. Nền kinh tế bị ảnh hưởng nặng nề 😰",user81,2024-09-18 11:00:00,,345,134,78,Hà Nội
82,twitter,"Lũ nhỏ nhất 30 năm nhưng thiệt hại lại lớn nhất vì sạt lở đất. Cần đánh giá lại quy hoạch xây dựng vùng núi",user82,2024-09-15 14:00:00,,234,89,56,Lào Cai
83,facebook,"Bà con tự tay sửa chữa nhà cửa. Tuy vất vả nhưng ai cũng lạc quan, cùng giúp đỡ nhau. Tinh thần tuyệt vời! 💪❤️",user83,2024-09-17 09:00:00,,345,134,45,Yên Bái
84,twitter,"Lớp học tạm dưới lều bạt. Các em học sinh vẫn kiên cường đến lớp. Cảm phục tinh thần hiếu học! 👏🙏",user84,2024-09-18 08:00:00,,567,234,89,Lào Cai
85,facebook,"Chỗ ở tạm quá nóng ban ngày, quá lạnh ban đêm. Nhà ở tạm cần được cải thiện chất lượng. Khó sống lắm 😢",user85,2024-09-16 15:00:00,,189,67,56,Hải Phòng
86,twitter,"Viện trợ quốc tế bắt đầu đến Việt Nam. Tiền mặt, thuốc men, lều trại từ nhiều nước. Thế giới ủng hộ! 🎉❤️",user86,2024-09-13 16:00:00,,678,267,123,Hà Nội
87,facebook,"Gia súc chết trôi theo lũ gây ô nhiễm nguồn nước nghiêm trọng. Nguy cơ dịch bệnh rất cao. Cần xử lý gấp! 😡",user87,2024-09-10 17:00:00,,234,89,67,Thái Bình
88,twitter,"Chương trình tái thiết nhà ở đã khởi công. 500 căn nhà mới sẽ được xây. Hy vọng cho bà con! 🙏💪 #cuutro",user88,2024-09-20 10:00:00,,456,178,78,Lào Cai
89,facebook,"Y bác sĩ làm việc liên tục 72 giờ cứu chữa nạn nhân. Quá vất vả nhưng rất đáng ngưỡng mộ. Cảm ơn! 🙏❤️👏",user89,2024-09-09 20:00:00,,890,345,167,Yên Bái
90,twitter,"Vẫn còn 10 người mất tích sau sạt lở đất. Gia đình đau đớn chờ đợi tin tức. Quá đau buồn 😢😭 #baoYagi",user90,2024-09-12 07:00:00,,345,134,89,Lào Cai
91,facebook,"Giao thông nội thành đã ổn định, nhưng vùng sâu vùng xa vẫn bị cô lập. Cần thêm nỗ lực phục hồi đường sá",user91,2024-09-16 11:00:00,,178,67,34,Hà Nội
92,twitter,"Chất lượng thực phẩm cứu trợ rất tốt, đa dạng. Không chỉ mì tôm mà còn có rau, thịt, trứng. Hài lòng! 👍✅",user92,2024-09-15 13:00:00,,267,98,45,Yên Bái
93,facebook,"Mất hết giấy tờ, chứng minh nhân dân, sổ đỏ trong lũ. Thủ tục hành chính để cấp lại rất phức tạp 😤",user93,2024-09-14 10:00:00,,156,56,78,Lào Cai
94,twitter,"Bão Yagi đi qua nhưng nỗi đau còn ở lại. Cần sự hỗ trợ lâu dài, không chỉ cứu trợ tức thời. Hãy nhớ miền Bắc!",user94,2024-09-20 14:00:00,,345,134,56,Hà Nội
95,facebook,"Cảm ơn hỗ trợ tiền mặt 20 triệu cho hộ có người thân tử vong. Tuy không bù đắp được mất mát nhưng rất cần thiết 🙏",user95,2024-09-15 09:00:00,,234,89,45,Lào Cai
96,twitter,"Cầu treo Phú Thọ đã xây lại tạm. Giao thông đi lại được nhưng hạn chế tải trọng. Dần phục hồi! ✅",user96,2024-09-18 14:00:00,,189,67,23,Phú Thọ
97,facebook,"Nhiều gia đình mất kế sinh nhai hoàn toàn. Cần chương trình tạo việc làm sau thảm họa, không chỉ hỗ trợ tiền 😔",user97,2024-09-19 11:00:00,,267,98,67,Thái Bình
98,twitter,"Sức khỏe tâm lý sau bão: Nhiều người bị stress, mất ngủ, sợ hãi mỗi khi trời mưa. Y tế tâm lý cần được chú ý 🙏",user98,2024-09-18 16:00:00,,345,134,89,Yên Bái
99,facebook,"Tổng kết: Hơn 5000 tỷ đồng quyên góp từ nhân dân cả nước. Tinh thần đoàn kết tuyệt vời! Cảm ơn tất cả! ❤️💕🎉",user99,2024-09-25 10:00:00,,1234,567,234,Hà Nội
100,twitter,"Miền Bắc đang hồi sinh! Cây xanh lại mọc, nhà mới đang xây. Cuộc sống sẽ tốt đẹp trở lại. Lạc quan! 💪🎉❤️",user100,2024-09-28 09:00:00,,890,345,167,Yên Bái
